analysis,dataset_id,model_name,capacity_basis,cohort,allocator,metric,n_participants,n_valid,n_zero_denominator,n_zero_alert,n_zero_positive,n_decisions,n_positive,n_alert,n_true_alert,pooled_estimate,macro_estimate,pooled_ci_low,pooled_ci_high,pooled_finite_replicates,macro_ci_low,macro_ci_high,macro_finite_replicates
capacity_removal,mendeley_igt_official_v2,hist_gradient_boosting,separate_8_2_vs_unbounded,External,fixed_8_2,alert_coverage,59,59,0,0,0,11800,5793,466,312,0.053858104609010873,0.05783856882369335,0.049794555767645285,0.058280466183157485,2000,0.05207253553076481,0.0642116072587402,2000
capacity_removal,mendeley_igt_official_v2,hist_gradient_boosting,separate_8_2_vs_unbounded,External,capacity_removed,alert_coverage,59,59,0,0,0,11800,5793,2790,2154,0.37182806835836352,0.34330005814991743,0.30724127767095499,0.43439066753011341,2000,0.28406152572339149,0.40227285490683345,2000
capacity_removal,mendeley_igt_official_v2,history_baseline,separate_8_2_vs_unbounded,External,fixed_8_2,alert_precision,59,54,5,5,0,11800,5793,396,178,0.4494949494949495,0.42217813051146386,0.39673226833552921,0.4987405541561713,2000,0.36383854166666663,0.47714846256898985,2000
capacity_removal,mendeley_igt_official_v2,history_baseline,separate_8_2_vs_unbounded,External,capacity_removed,alert_precision,59,54,5,5,0,11800,5793,4571,2625,0.57427258805513015,0.44944764214245908,0.54831157487022242,0.59703036434345147,2000,0.3970549681340545,0.49716889979284445,2000
capacity_removal,mendeley_igt_official_v2,history_baseline,separate_8_2_vs_unbounded,External,fixed_8_2,alert_coverage,59,59,0,5,0,11800,5793,396,178,0.030726739167961332,0.032954916002891389,0.025799747816746838,0.035659056335064977,2000,0.026714253837525632,0.039152987613545714,2000
capacity_removal,mendeley_igt_official_v2,history_baseline,separate_8_2_vs_unbounded,External,capacity_removed,alert_coverage,59,59,0,5,0,11800,5793,4571,2625,0.45313309166235111,0.39068453611350906,0.34805692823832191,0.55528445717681951,2000,0.29696173647091545,0.48775225569470798,2000
capacity_removal,mendeley_igt_official_v2,regularised_logistic,separate_8_2_vs_unbounded,External,fixed_8_2,alert_precision,59,58,1,1,0,11800,5793,462,233,0.50432900432900429,0.50431034482758619,0.45743305209097579,0.54782608695652169,2000,0.45760885447106953,0.54741379310344829,2000
capacity_removal,mendeley_igt_official_v2,regularised_logistic,separate_8_2_vs_unbounded,External,capacity_removed,alert_precision,59,58,1,1,0,11800,5793,3361,2214,0.65873252008330851,0.59526733840982116,0.61307997491680355,0.69905431361267167,2000,0.54791590004917679,0.64171255447743902,2000
capacity_removal,mendeley_igt_official_v2,regularised_logistic,separate_8_2_vs_unbounded,External,fixed_8_2,alert_coverage,59,59,0,1,0,11800,5793,462,233,0.040220956326601068,0.044220650914895583,0.035984218833929209,0.044790086857366504,2000,0.038174806160513657,0.050699727376937696,2000
capacity_removal,mendeley_igt_official_v2,regularised_logistic,separate_8_2_vs_unbounded,External,capacity_removed,alert_coverage,59,59,0,1,0,11800,5793,3361,2214,0.38218539616778874,0.34661011608813569,0.32346010655068747,0.43945304735364327,2000,0.29242844798237266,0.40165094178377359,2000
online,many_labs_igt,hist_gradient_boosting,eight_per_100_planned,Development,fifo,alert_precision,617,614,3,3,2,66525,30358,5102,3931,0.77048216385731083,0.76335328623602239,0.75631193656494555,0.78577139880262103,2000,0.7489747579498518,0.7787103424928199,2000
online,many_labs_igt,hist_gradient_boosting,eight_per_100_planned,Development,paced,alert_precision,617,614,3,3,2,66525,30358,4092,3044,0.74389051808406648,0.73082823347481329,0.726185345290424,0.76039645602043182,2000,0.71298212307192665,0.74862663191746781,2000
online,many_labs_igt,hist_gradient_boosting,eight_per_100_planned,Development,fifo,alert_coverage,617,615,2,3,2,66525,30358,5102,3931,0.12948810857105211,0.15204238514004606,0.12549319641817527,0.13396569973063019,2000,0.14487071440851301,0.15907076045218982,2000
online,many_labs_igt,hist_gradient_boosting,eight_per_100_planned,Development,paced,alert_coverage,617,615,2,3,2,66525,30358,4092,3044,0.10027011002042295,0.10419933983952459,0.097222871619224091,0.10333832880747375,2000,0.10042191448111068,0.10809861274926617,2000
online,many_labs_igt,hist_gradient_boosting,eight_per_episode,Development,fifo,alert_precision,617,614,3,3,2,66525,30358,4774,3668,0.76832844574780057,0.76480921358771525,0.75321538618513317,0.78408584205933685,2000,0.75003570462275826,0.78048164536729125,2000
online,many_labs_igt,hist_gradient_boosting,eight_per_episode,Development,paced,alert_precision,617,614,3,3,2,66525,30358,3832,2838,0.74060542797494777,0.72944198852179298,0.722974036837296,0.75707314839372208,2000,0.71100967495473955,0.74780762963444802,2000
online,many_labs_igt,hist_gradient_boosting,eight_per_episode,Development,fifo,alert_coverage,617,615,2,3,2,66525,30358,4774,3668,0.1208248237696818,0.14499898500720479,0.11658544233736995,0.1251987684354488,2000,0.13790544059716656,0.15199945987634281,2000
online,many_labs_igt,hist_gradient_boosting,eight_per_episode,Development,paced,alert_coverage,617,615,2,3,2,66525,30358,3832,2838,0.093484419263456089,0.099313347799982632,0.090346434745860918,0.096700995314395785,2000,0.095648212849704123,0.10334070993412389,2000
online,many_labs_igt,history_baseline,eight_per_100_planned,Development,fifo,alert_precision,617,576,41,41,2,66525,30358,4565,2884,0.63176341730558594,0.59442396434583933,0.61348207593358506,0.6499566774309895,2000,0.57279450410637756,0.61492959270818026,2000
online,many_labs_igt,history_baseline,eight_per_100_planned,Development,paced,alert_precision,617,576,41,41,2,66525,30358,3251,1914,0.58874192556136573,0.5530431422358506,0.56916143809794717,0.6073881564722946,2000,0.53046384278913317,0.57647130151620174,2000
online,many_labs_igt,history_baseline,eight_per_100_planned,Development,fifo,alert_coverage,617,615,2,41,2,66525,30358,4565,2884,0.094999670597536071,0.1097038071275102,0.090643993189223337,0.099404903972154818,2000,0.10237968013187178,0.11745333488243759,2000
online,many_labs_igt,history_baseline,eight_per_100_planned,Development,paced,alert_coverage,617,615,2,41,2,66525,30358,3251,1914,0.063047631596284334,0.059597269434679086,0.060188508607022261,0.065808582288496134,2000,0.056667124806427702,0.062608551235383003,2000
online,many_labs_igt,history_baseline,eight_per_episode,Development,fifo,alert_precision,617,576,41,41,2,66525,30358,4274,2687,0.62868507253158634,0.59487640542328046,0.60938216747100071,0.64719554651650257,2000,0.57298789008827722,0.61635415488634782,2000
online,many_labs_igt,history_baseline,eight_per_episode,Development,paced,alert_precision,617,576,41,41,2,66525,30358,3027,1774,0.58605880409646516,0.55333788029100517,0.56571364795918366,0.60493792093973831,2000,0.53085850216250918,0.57733401784000871,2000
online,many_labs_igt,history_baseline,eight_per_episode,Development,fifo,alert_coverage,617,615,2,41,2,66525,30358,4274,2687,0.088510442058106598,0.1048536000239963,0.084219348350506318,0.092699203994249538,2000,0.097586914110694131,0.11251959397548345,2000
online,many_labs_igt,history_baseline,eight_per_episode,Development,paced,alert_coverage,617,615,2,41,2,66525,30358,3027,1774,0.058435997101258318,0.056540668168437273,0.055676125854442045,0.061011201416106282,2000,0.0537628200024175,0.059361139801949042,2000
online,many_labs_igt,regularised_logistic,eight_per_100_planned,Development,fifo,alert_precision,617,612,5,5,2,66525,30358,5067,3511,0.69291493980659169,0.68166156193116967,0.67479794535804616,0.71105927521586942,2000,0.6626414070563007,0.6998402436447908,2000
online,many_labs_igt,regularised_logistic,eight_per_100_planned,Development,paced,alert_precision,617,612,5,5,2,66525,30358,3872,2546,0.6575413223140496,0.65347298852200819,0.6366438221102575,0.67689738074324635,2000,0.63182324486161379,0.67514710838382797,2000
online,many_labs_igt,regularised_logistic,eight_per_100_planned,Development,fifo,alert_coverage,617,615,2,5,2,66525,30358,5067,3511,0.11565320508597404,0.1328448030385399,0.11157223913264953,0.11993754927796992,2000,0.12644632905793143,0.13981172846078793,2000
online,many_labs_igt,regularised_logistic,eight_per_100_planned,Development,paced,alert_coverage,617,615,2,5,2,66525,30358,3872,2546,0.083865867316687534,0.082944157475598787,0.080980825706527204,0.086638863258011262,2000,0.079705176402174532,0.086002864815904467,2000
online,many_labs_igt,regularised_logistic,eight_per_episode,Development,fifo,alert_precision,617,612,5,5,2,66525,30358,4734,3252,0.68694550063371351,0.6801100995953937,0.66794215654713129,0.70556326905256894,2000,0.66086460485494436,0.69837631224331109,2000
online,many_labs_igt,regularised_logistic,eight_per_episode,Development,paced,alert_precision,617,612,5,5,2,66525,30358,3636,2386,0.65621562156215618,0.65549330843448494,0.63554119736124692,0.67628731758907923,2000,0.63396000139232911,0.67697323558815992,2000
online,many_labs_igt,regularised_logistic,eight_per_episode,Development,fifo,alert_coverage,617,615,2,5,2,66525,30358,4734,3252,0.10712168127017591,0.12642017271423794,0.10286137566274524,0.11133919285194162,2000,0.11987666642771892,0.13332660069195923,2000
online,many_labs_igt,regularised_logistic,eight_per_episode,Development,paced,alert_coverage,617,615,2,5,2,66525,30358,3636,2386,0.07859542789380064,0.079278600790900988,0.075778651298468558,0.081477935015083047,2000,0.076120186128399034,0.08226905523464477,2000
online,mendeley_igt_official_v2,hist_gradient_boosting,eight_per_100_planned,External,fifo,alert_precision,59,59,0,0,0,11800,5793,865,597,0.69017341040462432,0.67527409031646324,0.65102478842463996,0.72875822856252392,2000,0.63445615354513663,0.71494364039914893,2000
online,mendeley_igt_official_v2,hist_gradient_boosting,eight_per_100_planned,External,paced,alert_precision,59,59,0,0,0,11800,5793,754,548,0.72679045092838201,0.68496360042970217,0.68934370335276585,0.76329626435846532,2000,0.63593951422870909,0.73124668763439937,2000
online,mendeley_igt_official_v2,hist_gradient_boosting,eight_per_100_planned,External,fifo,alert_coverage,59,59,0,0,0,11800,5793,865,597,0.10305541170378042,0.10821820362773767,0.095284124428836187,0.11126150709231657,2000,0.097119458558644053,0.11970059301462217,2000
online,mendeley_igt_official_v2,hist_gradient_boosting,eight_per_100_planned,External,paced,alert_coverage,59,59,0,0,0,11800,5793,754,548,0.094596927326083199,0.095435420772255072,0.085420255585474947,0.10345109512830793,2000,0.084082323570575171,0.10756190235317585,2000
online,mendeley_igt_official_v2,hist_gradient_boosting,eight_per_episode,External,fifo,alert_precision,59,59,0,0,0,11800,5793,466,312,0.66952789699570814,0.66545601291364009,0.62582056892778992,0.71489408361328854,2000,0.62073748991121869,0.71115819209039544,2000
online,mendeley_igt_official_v2,hist_gradient_boosting,eight_per_episode,External,paced,alert_precision,59,59,0,0,0,11800,5793,406,289,0.71182266009852213,0.68726795803066987,0.66832886842300188,0.75711579457364342,2000,0.63211259079903148,0.73955962469733638,2000
online,mendeley_igt_official_v2,hist_gradient_boosting,eight_per_episode,External,fifo,alert_coverage,59,59,0,0,0,11800,5793,466,312,0.053858104609010873,0.05783856882369335,0.049794555767645285,0.058280466183157485,2000,0.05207253553076481,0.0642116072587402,2000
online,mendeley_igt_official_v2,hist_gradient_boosting,eight_per_episode,External,paced,alert_coverage,59,59,0,0,0,11800,5793,406,289,0.049887795615397891,0.05226136068278283,0.04530929150801101,0.054586629613147544,2000,0.045343398298875993,0.061306515963933807,2000
online,mendeley_igt_official_v2,history_baseline,eight_per_100_planned,External,fifo,alert_precision,59,54,5,5,0,11800,5793,704,336,0.47727272727272729,0.42555816097482763,0.43512953782184549,0.51656021140401032,2000,0.37348535247432307,0.47527825753507147,2000
online,mendeley_igt_official_v2,history_baseline,eight_per_100_planned,External,paced,alert_precision,59,54,5,5,0,11800,5793,520,293,0.56346153846153846,0.46126782168448838,0.50736613725786384,0.61552608568451284,2000,0.38423233326693146,0.54245763181215578,2000
online,mendeley_igt_official_v2,history_baseline,eight_per_100_planned,External,fifo,alert_coverage,59,59,0,5,0,11800,5793,704,336,0.058001035732780939,0.059097122481843317,0.04855518767310054,0.066949755137154093,2000,0.048283581143599291,0.069831745917723134,2000
online,mendeley_igt_official_v2,history_baseline,eight_per_100_planned,External,paced,alert_coverage,59,59,0,5,0,11800,5793,520,293,0.05057828413602624,0.044350222525906174,0.040432069349034747,0.060284233004104341,2000,0.034787209743882393,0.053953341112775728,2000
online,mendeley_igt_official_v2,history_baseline,eight_per_episode,External,fifo,alert_precision,59,54,5,5,0,11800,5793,396,178,0.4494949494949495,0.42217813051146386,0.39673226833552921,0.4987405541561713,2000,0.36383854166666663,0.47714846256898985,2000
online,mendeley_igt_official_v2,history_baseline,eight_per_episode,External,paced,alert_precision,59,54,5,5,0,11800,5793,269,155,0.57620817843866168,0.4829144620811287,0.50419994444058613,0.64193768043178112,2000,0.39750811688311688,0.57096130952380952,2000
online,mendeley_igt_official_v2,history_baseline,eight_per_episode,External,fifo,alert_coverage,59,59,0,5,0,11800,5793,396,178,0.030726739167961332,0.032954916002891389,0.025799747816746838,0.035659056335064977,2000,0.026714253837525632,0.039152987613545714,2000
online,mendeley_igt_official_v2,history_baseline,eight_per_episode,External,paced,alert_coverage,59,59,0,5,0,11800,5793,269,155,0.026756430174348353,0.023786164298233964,0.021411444849627464,0.03225887407103574,2000,0.018546667694769606,0.02908943741017099,2000
online,mendeley_igt_official_v2,regularised_logistic,eight_per_100_planned,External,fifo,alert_precision,59,58,1,1,0,11800,5793,897,503,0.56075808249721293,0.5562665782493369,0.52013087248322143,0.60066034287992565,2000,0.51359000535157517,0.59655611591977287,2000
online,mendeley_igt_official_v2,regularised_logistic,eight_per_100_planned,External,paced,alert_precision,59,58,1,1,0,11800,5793,716,444,0.62011173184357538,0.59738807648290404,0.56801615649132298,0.67324729367943192,2000,0.54100320700956295,0.65474260471694345,2000
online,mendeley_igt_official_v2,regularised_logistic,eight_per_100_planned,External,fifo,alert_coverage,59,59,0,1,0,11800,5793,897,503,0.086828931469014325,0.090807484901657645,0.079391221578721569,0.0941835506583482,2000,0.081594867940491339,0.099587983074333614,2000
online,mendeley_igt_official_v2,regularised_logistic,eight_per_100_planned,External,paced,alert_coverage,59,59,0,1,0,11800,5793,716,444,0.076644225789746251,0.072969804469922975,0.068451599676393596,0.084428405508544871,2000,0.064523226741083059,0.08133617143268157,2000
online,mendeley_igt_official_v2,regularised_logistic,eight_per_episode,External,fifo,alert_precision,59,58,1,1,0,11800,5793,462,233,0.50432900432900429,0.50431034482758619,0.45743305209097579,0.54782608695652169,2000,0.45760885447106953,0.54741379310344829,2000
online,mendeley_igt_official_v2,regularised_logistic,eight_per_episode,External,paced,alert_precision,59,58,1,1,0,11800,5793,375,227,0.60533333333333328,0.59337027914614127,0.54371450011544686,0.66576123285282496,2000,0.52565384869611198,0.65884826994795576,2000
online,mendeley_igt_official_v2,regularised_logistic,eight_per_episode,External,fifo,alert_coverage,59,59,0,1,0,11800,5793,462,233,0.040220956326601068,0.044220650914895583,0.035984218833929209,0.044790086857366504,2000,0.038174806160513657,0.050699727376937696,2000
online,mendeley_igt_official_v2,regularised_logistic,eight_per_episode,External,paced,alert_coverage,59,59,0,1,0,11800,5793,375,227,0.039185223545658551,0.038264827736225686,0.034702488762887618,0.043410865962089568,2000,0.033472463647385882,0.042881461949439814,2000
