dataset_id,evaluation_scope,model_name,cap_label,automated_alert_cap,aggregate_level,outer_fold,n_participants,n_decisions,n_positive,n_alert,n_human_review,n_abstain,n_no_action,n_action_routes,n_true_action_routes,n_false_action_routes,n_true_alerts,n_false_alerts,n_auto_capacity_blocks,n_review_capacity_overflow_abstentions,alert_rate,human_review_rate,abstain_rate,no_action_rate,action_route_rate,event_coverage_by_action,action_precision,false_actions_per_100,event_coverage_by_alert,alert_precision,false_alerts_per_100,auto_capacity_blocks_per_100,route_rate_sum
many_labs_igt,participant_grouped_outer_cv,regularised_logistic,4,4,outer_fold,4,125,13485,6342,482,246,2267,10490,728,487,241,330,152,3684,920,0.03574341861327401,0.01824249165739711,0.16811271783463108,0.7779013718946978,0.053985910270671116,0.07678965625985494,0.6689560439560439,1.7871709306637005,0.05203405865657521,0.6846473029045643,1.1271783463107157,27.31924360400445,1.0
many_labs_igt,participant_grouped_outer_cv,regularised_logistic,6,6,pooled,all,617,66525,30358,3586,1223,11787,49929,4809,3169,1640,2432,1154,15761,4753,0.05390454716272078,0.018384066140548667,0.1771815107102593,0.7505298759864713,0.07228861330326945,0.10438764081955333,0.6589727594094407,2.465238632093198,0.08011067922788062,0.6781929726715002,1.7346862081924088,23.69184517098835,1.0
many_labs_igt,participant_grouped_outer_cv,regularised_logistic,6,6,outer_fold,0,124,13335,6299,715,246,2603,9771,961,619,342,483,232,3031,1089,0.0536182977127859,0.01844769403824522,0.19520059992500938,0.7327334083239595,0.07206599175103112,0.09826956659787268,0.644120707596254,2.564679415073116,0.0766788379107795,0.6755244755244755,1.739782527184102,22.72965879265092,1.0
many_labs_igt,participant_grouped_outer_cv,regularised_logistic,6,6,outer_fold,1,124,13385,6080,725,247,2321,10092,972,633,339,481,244,3271,951,0.05416511019798281,0.01845349271572656,0.17340306313036982,0.7539783339559208,0.07261860291370938,0.10411184210526316,0.6512345679012346,2.5326858423608516,0.07911184210526316,0.663448275862069,1.8229361225252148,24.43780351139335,1.0
many_labs_igt,participant_grouped_outer_cv,regularised_logistic,6,6,outer_fold,2,123,13285,6043,720,244,2252,10069,964,606,358,468,252,3223,896,0.054196462175385776,0.01836657884832518,0.1695144900263455,0.7579224689499435,0.07256304102371096,0.10028131722654311,0.6286307053941909,2.6947685359427926,0.0774449776601026,0.65,1.896876176138502,24.260444109898383,1.0
many_labs_igt,participant_grouped_outer_cv,regularised_logistic,6,6,outer_fold,3,121,13035,5594,708,240,2344,9743,948,665,283,511,197,2788,897,0.05431530494821634,0.018411967779056387,0.17982355197545072,0.7474491752972766,0.07272727272727272,0.11887736860922417,0.7014767932489452,2.171077867280399,0.09134787272077226,0.7217514124293786,1.5113156885308785,21.388569236670502,1.0
many_labs_igt,participant_grouped_outer_cv,regularised_logistic,6,6,outer_fold,4,125,13485,6342,718,246,2267,10254,964,646,318,489,229,3448,920,0.053244345569150905,0.01824249165739711,0.16811271783463108,0.7604004449388209,0.07148683722654801,0.10186061179438663,0.6701244813278008,2.3581757508342602,0.07710501419110691,0.6810584958217271,1.6981831664812754,25.56915090841676,1.0
many_labs_igt,participant_grouped_outer_cv,regularised_logistic,8,8,pooled,all,617,66525,30358,4734,1223,11787,48781,5957,3989,1968,3252,1482,14613,4753,0.07116121758737316,0.018384066140548667,0.1771815107102593,0.7332732055618189,0.08954528372792184,0.1313986428618486,0.6696323652845392,2.9582863585118377,0.1071216812701759,0.6869455006337135,2.2277339346110483,21.96617812852311,1.0
many_labs_igt,participant_grouped_outer_cv,regularised_logistic,8,8,outer_fold,0,124,13335,6299,936,246,2603,9550,1182,776,406,640,296,2810,1089,0.0701912260967379,0.01844769403824522,0.19520059992500938,0.7161604799400075,0.08863892013498313,0.12319415780282585,0.6565143824027073,3.0446194225721785,0.10160342911573265,0.6837606837606838,2.2197225346831644,21.07236595425572,1.0
many_labs_igt,participant_grouped_outer_cv,regularised_logistic,8,8,outer_fold,1,124,13385,6080,962,247,2321,9855,1209,804,405,652,310,3034,951,0.07187149794546134,0.01845349271572656,0.17340306313036982,0.7362719462084423,0.09032499066118789,0.13223684210526315,0.6650124069478908,3.0257751214045574,0.10723684210526316,0.6777546777546778,2.3160254015689206,22.6671647366455,1.0
many_labs_igt,participant_grouped_outer_cv,regularised_logistic,8,8,outer_fold,2,123,13285,6043,950,244,2252,9839,1194,761,433,623,327,2993,896,0.07150922092585622,0.01836657884832518,0.1695144900263455,0.7406097101994731,0.0898757997741814,0.12593082905841468,0.6373534338358459,3.2593150169363945,0.10309448949197418,0.6557894736842105,2.461422657132104,22.529168234851337,1.0
many_labs_igt,participant_grouped_outer_cv,regularised_logistic,8,8,outer_fold,3,121,13035,5594,933,240,2344,9518,1173,832,341,678,255,2563,897,0.0715765247410817,0.018411967779056387,0.17982355197545072,0.7301879555044112,0.08998849252013809,0.14873078298176617,0.7092924126172208,2.6160337552742616,0.12120128709331426,0.7266881028938906,1.9562715765247412,19.662447257383967,1.0
many_labs_igt,participant_grouped_outer_cv,regularised_logistic,8,8,outer_fold,4,125,13485,6342,953,246,2267,10019,1199,816,383,659,294,3213,920,0.07067111605487579,0.01824249165739711,0.16811271783463108,0.742973674453096,0.0889136077122729,0.12866603595080417,0.6805671392827356,2.840192806822395,0.10391043834752443,0.6915005246589717,2.1802002224694106,23.82647385984427,1.0
many_labs_igt,participant_grouped_outer_cv,regularised_logistic,effective_unbounded,151,pooled,all,617,66525,30358,19347,1223,11787,34168,20570,14211,6359,13474,5873,0,4753,0.29082299887260427,0.018384066140548667,0.1771815107102593,0.5136114242765878,0.3092070650131529,0.46811384149153434,0.6908604764219738,9.558812476512589,0.44383687989986165,0.6964387243500284,8.8282600526118,0.0,1.0
many_labs_igt,participant_grouped_outer_cv,regularised_logistic,effective_unbounded,151,outer_fold,0,124,13335,6299,3746,246,2603,6740,3992,2766,1226,2630,1116,0,1089,0.28091488563929506,0.01844769403824522,0.19520059992500938,0.5054368203974503,0.2993625796775403,0.43911732020955707,0.6928857715430862,9.193850768653919,0.4175265915224639,0.7020822210357714,8.368953880764904,0.0,0.9999999999999999
many_labs_igt,participant_grouped_outer_cv,regularised_logistic,effective_unbounded,151,outer_fold,1,124,13385,6080,3996,247,2321,6821,4243,2917,1326,2765,1231,0,951,0.29854314531191634,0.01845349271572656,0.17340306313036982,0.5096002988419873,0.3169966380276429,0.4797697368421053,0.6874852698562338,9.906611878968995,0.45476973684210525,0.6919419419419419,9.196862159133358,0.0,1.0
many_labs_igt,participant_grouped_outer_cv,regularised_logistic,effective_unbounded,151,outer_fold,2,123,13285,6043,3943,244,2252,6846,4187,2857,1330,2719,1224,0,896,0.2968009032743696,0.01836657884832518,0.1695144900263455,0.5153180278509597,0.31516748212269474,0.47277842131391695,0.6823501313589683,10.011290929619872,0.4499420817474764,0.6895764646208471,9.213398569815581,0.0,1.0
many_labs_igt,participant_grouped_outer_cv,regularised_logistic,effective_unbounded,151,outer_fold,3,121,13035,5594,3496,240,2344,6955,3736,2594,1142,2440,1056,0,897,0.26820099731492136,0.018411967779056387,0.17982355197545072,0.5335634829305715,0.28661296509397777,0.46371111905613155,0.6943254817987152,8.761028001534331,0.43618162316767967,0.6979405034324943,8.10126582278481,0.0,1.0
many_labs_igt,participant_grouped_outer_cv,regularised_logistic,effective_unbounded,151,outer_fold,4,125,13485,6342,4166,246,2267,6806,4412,3077,1335,2920,1246,0,920,0.3089358546533185,0.01824249165739711,0.16811271783463108,0.5047089358546534,0.32717834631071563,0.48517817723115736,0.6974161378059837,9.899888765294772,0.46042257962787764,0.7009121459433509,9.239896180941788,0.0,1.0
mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,2,2,pooled,all,59,11800,5793,118,118,3379,8185,236,134,102,73,45,2672,1097,0.01,0.01,0.28635593220338984,0.6936440677966101,0.02,0.02313136544104954,0.5677966101694916,0.864406779661017,0.012601415501467287,0.6186440677966102,0.3813559322033898,22.64406779661017,1.0
mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,4,4,pooled,all,59,11800,5793,235,118,3379,8068,353,213,140,152,83,2555,1097,0.019915254237288134,0.01,0.28635593220338984,0.683728813559322,0.029915254237288136,0.03676851372345935,0.603399433427762,1.1864406779661016,0.026238563783877095,0.6468085106382979,0.7033898305084746,21.652542372881356,1.0
mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,6,6,pooled,all,59,11800,5793,351,118,3379,7952,469,290,179,229,122,2439,1097,0.029745762711864406,0.01,0.28635593220338984,0.6738983050847458,0.039745762711864405,0.05006041774555498,0.6183368869936035,1.5169491525423728,0.039530467805972726,0.6524216524216524,1.0338983050847457,20.66949152542373,1.0
mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,8,8,pooled,all,59,11800,5793,466,118,3379,7837,584,373,211,312,154,2324,1097,0.039491525423728815,0.01,0.28635593220338984,0.6641525423728813,0.04949152542372881,0.06438805454859313,0.6386986301369864,1.7881355932203389,0.05385810460901087,0.6695278969957081,1.305084745762712,19.694915254237287,1.0
mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,effective_unbounded,201,pooled,all,59,11800,5793,2790,118,3379,5513,2908,2215,693,2154,636,0,1097,0.2364406779661017,0.01,0.28635593220338984,0.46720338983050846,0.2464406779661017,0.3823580182979458,0.7616918844566712,5.872881355932203,0.3718280683583635,0.7720430107526882,5.389830508474576,0.0,1.0
mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,2,2,pooled,all,59,11800,5793,107,80,5512,6101,187,84,103,47,60,4464,1366,0.00906779661016949,0.006779661016949152,0.46711864406779663,0.5170338983050847,0.015847457627118644,0.014500258933195235,0.44919786096256686,0.8728813559322034,0.008113240117383048,0.4392523364485981,0.5084745762711864,37.83050847457627,1.0
mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,4,4,pooled,all,59,11800,5793,212,80,5512,5996,292,126,166,89,123,4359,1366,0.017966101694915255,0.006779661016949152,0.46711864406779663,0.508135593220339,0.024745762711864405,0.021750388399792854,0.4315068493150685,1.4067796610169492,0.015363369583980666,0.419811320754717,1.0423728813559323,36.940677966101696,1.0
mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,6,6,pooled,all,59,11800,5793,308,80,5512,5900,388,181,207,144,164,4263,1366,0.02610169491525424,0.006779661016949152,0.46711864406779663,0.5,0.03288135593220339,0.03124460555843259,0.46649484536082475,1.7542372881355932,0.024857586742620404,0.4675324675324675,1.3898305084745763,36.1271186440678,1.0
mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,8,8,pooled,all,59,11800,5793,396,80,5512,5812,476,215,261,178,218,4175,1366,0.0335593220338983,0.006779661016949152,0.46711864406779663,0.49254237288135594,0.04033898305084746,0.03711375798377352,0.45168067226890757,2.211864406779661,0.030726739167961332,0.4494949494949495,1.847457627118644,35.38135593220339,1.0
mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,effective_unbounded,201,pooled,all,59,11800,5793,4571,80,5512,1637,4651,2662,1989,2625,1946,0,1366,0.38737288135593223,0.006779661016949152,0.46711864406779663,0.13872881355932204,0.39415254237288133,0.4595201104781633,0.5723500322511288,16.85593220338983,0.4531330916623511,0.5742725880551302,16.491525423728813,0.0,1.0
mendeley_igt_official_v2,frozen_external_official_v2_same_task,regularised_logistic,2,2,pooled,all,59,11800,5793,116,118,2498,9068,234,114,120,49,67,3245,997,0.00983050847457627,0.01,0.21169491525423728,0.7684745762711864,0.01983050847457627,0.01967892283790782,0.48717948717948717,1.0169491525423728,0.008458484377697221,0.4224137931034483,0.5677966101694916,27.5,1.0
mendeley_igt_official_v2,frozen_external_official_v2_same_task,regularised_logistic,4,4,pooled,all,59,11800,5793,232,118,2498,8952,350,183,167,118,114,3129,997,0.01966101694915254,0.01,0.21169491525423728,0.7586440677966102,0.029661016949152543,0.03158984981874676,0.5228571428571429,1.4152542372881356,0.020369411358536163,0.5086206896551724,0.9661016949152542,26.516949152542374,1.0
mendeley_igt_official_v2,frozen_external_official_v2_same_task,regularised_logistic,6,6,pooled,all,59,11800,5793,348,118,2498,8836,466,242,224,177,171,3013,997,0.029491525423728814,0.01,0.21169491525423728,0.7488135593220339,0.039491525423728815,0.04177455549801484,0.51931330472103,1.8983050847457628,0.030554117037804248,0.5086206896551724,1.4491525423728813,25.533898305084747,1.0
mendeley_igt_official_v2,frozen_external_official_v2_same_task,regularised_logistic,8,8,pooled,all,59,11800,5793,462,118,2498,8722,580,298,282,233,229,2899,997,0.039152542372881356,0.01,0.21169491525423728,0.7391525423728813,0.04915254237288136,0.051441394786811666,0.5137931034482759,2.389830508474576,0.04022095632660107,0.5043290043290043,1.9406779661016949,24.56779661016949,1.0
mendeley_igt_official_v2,frozen_external_official_v2_same_task,regularised_logistic,effective_unbounded,201,pooled,all,59,11800,5793,3361,118,2498,5823,3479,2279,1200,2214,1147,0,997,0.28483050847457625,0.01,0.21169491525423728,0.49347457627118646,0.29483050847457626,0.39340583462799933,0.6550732969244035,10.169491525423728,0.38218539616778874,0.6587325200833085,9.720338983050848,0.0,1.0
